Order_ID,Date,City,Vehicle_Type,Weather_Condition,Distance_km,Estimated_Time_min,Actual_Time_min,Delivery_Cost,Customer_Rating,Delivery_Delay,Delivery_Efficiency,Delivery_Cost_Efficiency,Distance by bins
ORD12275,01-24-2026,Bengaluru,Bicycle,TRAFFIC,NULL,19,22,23,4,3,SLIGHT DELAY,NULL,Unknown
ORD12276,02-07-2026,Delhi,Petrol Bike,RAINY,4.90,29,28,49,4,-1,ON TIME,10.00,0-5 km
ORD12277,14-12-2025,Delhi,Petrol Bike,RAINY,14.30,67,90,193,2,23,LONG DELAY,13.50,10+ km
ORD12278,09-10-2025,Delhi,Petrol Bike,RAINY,3.50,24,26,35,4,2,SLIGHT DELAY,10.00,0-5 km
ORD12279,25-12-2025,Bengaluru,EV Scooter,RAINY,3.30,23,67,83,2,44,LONG DELAY,25.15,0-5 km
ORD12280,01-01-2026,Delhi,EV Scooter,RAINY,9.00,46,91,140,2,45,LONG DELAY,15.56,5-10 km
ORD12281,01-02-2026,Delhi,Petrol Bike,TRAFFIC,5.60,32,35,56,NULL,3,SLIGHT DELAY,10.00,5-10 km
ORD12282,01-29-2026,Bengaluru,Bicycle,TRAFFIC,4.00,26,29,40,5,3,SLIGHT DELAY,10.00,0-5 km
ORD12283,12-21-2025,Mumbai,Bicycle,RAINY,7.40,39,47,74,4,8,SLIGHT DELAY,10.00,5-10 km
ORD12284,12-20-2025,Bengaluru,Petrol Bike,TRAFFIC,13.70,64,81,187,2,17,LONG DELAY,13.65,10+ km
ORD12285,24-12-2025,Mumbai,Petrol Bike,RAINY,6.90,37,999,119,2,962,LONG DELAY,17.25,5-10 km
ORD12286,12-08-2025,Bengaluru,Petrol Bike,RAINY,3.90,25,26,39,5,1,SLIGHT DELAY,10.00,0-5 km
ORD12287,11-11-2025,Bengaluru,Bicycle,RAINY,11.90,57,85,169,1,28,LONG DELAY,14.20,10+ km
ORD12288,10-05-2025,Delhi,Petrol Bike,RAINY,12.10,58,86,171,1,28,LONG DELAY,14.13,10+ km
ORD12289,10-02-2025,Bengaluru,EV Scooter,RAINY,1.80,17,58,68,2,41,LONG DELAY,37.78,0-5 km
ORD12290,12-06-2025,Bengaluru,Bicycle,CLEAR,9.80,49,71,148,1,22,LONG DELAY,15.10,5-10 km
ORD12291,01-22-2026,Delhi,Petrol Bike,RAINY,5.50,32,38,55,NULL,6,SLIGHT DELAY,10.00,5-10 km
ORD12292,10-07-2025,Mumbai,Petrol Bike,RAINY,2.20,18,999,72,2,981,LONG DELAY,32.73,0-5 km
ORD12293,03-01-2026,Bengaluru,Bicycle,TRAFFIC,11.60,56,72,166,2,16,LONG DELAY,14.31,10+ km
ORD12294,18-12-2025,Bengaluru,Bicycle,RAINY,4.00,26,29,40,5,3,SLIGHT DELAY,10.00,0-5 km
ORD12295,30-10-2025,Bengaluru,Bicycle,RAINY,3.70,24,30,37,5,6,SLIGHT DELAY,10.00,0-5 km
ORD12296,09-13-2025,Bengaluru,EV Scooter,TRAFFIC,5.20,30,36,52,4,6,SLIGHT DELAY,10.00,5-10 km
ORD12297,09-12-2025,Mumbai,Petrol Bike,RAINY,10.80,53,83,158,2,30,LONG DELAY,14.63,10+ km
ORD12298,04-02-2026,Bengaluru,Bicycle,RAINY,14.20,66,91,192,1,25,LONG DELAY,13.52,10+ km
ORD12299,11-04-2025,Delhi,EV Scooter,RAINY,7.70,40,74,127,1,34,LONG DELAY,16.49,5-10 km
ORD12300,01-01-2026,Bengaluru,EV Scooter,RAINY,9.40,47,78,144,2,31,LONG DELAY,15.32,5-10 km
ORD12301,02-14-2026,Bengaluru,Bicycle,CLEAR,12.00,58,74,170,1,16,LONG DELAY,14.17,10+ km
ORD12302,12-01-2025,Bengaluru,EV Scooter,RAINY,11.10,54,84,161,2,30,LONG DELAY,14.50,10+ km
ORD12303,11-02-2025,Bengaluru,EV Scooter,RAINY,NULL,66,99,192,1,33,LONG DELAY,NULL,Unknown
ORD12304,29-12-2025,Mumbai,Bicycle,CLEAR,2.00,18,20,20,5,2,SLIGHT DELAY,10.00,0-5 km
ORD12305,02-01-2026,Mumbai,Bicycle,TRAFFIC,12.70,60,77,177,2,17,LONG DELAY,13.94,10+ km
ORD12306,12-24-2025,Bengaluru,Petrol Bike,TRAFFIC,2.10,18,22,21,4,4,SLIGHT DELAY,10.00,0-5 km
ORD12307,12-14-2025,Delhi,EV Scooter,RAINY,11.10,54,97,161,2,43,LONG DELAY,14.50,10+ km
ORD12308,05-02-2026,Bengaluru,Bicycle,RAINY,6.20,34,39,62,4,5,SLIGHT DELAY,10.00,5-10 km
ORD12309,11-10-2025,Delhi,EV Scooter,RAINY,1.10,14,39,61,2,25,LONG DELAY,55.45,0-5 km
ORD12310,20-11-2025,Mumbai,Bicycle,RAINY,9.70,48,76,147,NULL,28,LONG DELAY,15.15,5-10 km
ORD12311,09-23-2025,Mumbai,EV Scooter,RAINY,7.80,41,75,128,1,34,LONG DELAY,16.41,5-10 km
ORD12312,01-07-2026,Bengaluru,Petrol Bike,RAINY,NULL,62,999,181,2,937,LONG DELAY,NULL,Unknown
ORD12313,20-02-2026,Delhi,EV Scooter,TRAFFIC,10.00,50,76,150,2,26,LONG DELAY,15.00,5-10 km
ORD12314,01-06-2026,Bengaluru,EV Scooter,CLEAR,14.60,68,94,196,1,26,LONG DELAY,13.42,10+ km
ORD12315,21-10-2025,Mumbai,Petrol Bike,CLEAR,5.90,33,39,59,5,6,SLIGHT DELAY,10.00,5-10 km
ORD12316,02-07-2026,Bengaluru,Bicycle,RAINY,10.90,53,70,159,2,17,LONG DELAY,14.59,10+ km
ORD12317,09-29-2025,Bengaluru,Bicycle,RAINY,4.00,26,27,40,4,1,SLIGHT DELAY,10.00,0-5 km
ORD12318,25-01-2026,Delhi,EV Scooter,CLEAR,14.90,69,86,199,1,17,LONG DELAY,13.36,10+ km
ORD12319,10-15-2025,Bengaluru,EV Scooter,RAINY,9.00,46,89,140,1,43,LONG DELAY,15.56,5-10 km
ORD12320,27-09-2025,Mumbai,Petrol Bike,RAINY,7.60,40,41,76,5,1,SLIGHT DELAY,10.00,5-10 km
ORD12321,03-11-2025,Delhi,Petrol Bike,RAINY,3.70,24,20,37,4,-4,ON TIME,10.00,0-5 km
ORD12322,15-11-2025,Mumbai,Bicycle,CLEAR,10.40,51,69,154,2,18,LONG DELAY,14.81,10+ km
ORD12323,02-17-2026,Bengaluru,Petrol Bike,TRAFFIC,11.40,55,83,164,2,28,LONG DELAY,14.39,10+ km
ORD12324,01-21-2026,Bengaluru,Bicycle,CLEAR,3.00,22,25,30,5,3,SLIGHT DELAY,10.00,0-5 km
ORD12325,27-09-2025,Bengaluru,Bicycle,TRAFFIC,14.80,69,96,198,1,27,LONG DELAY,13.38,10+ km
ORD12326,02-27-2026,Delhi,EV Scooter,RAINY,10.30,51,75,153,1,24,LONG DELAY,14.85,10+ km
ORD12327,03-10-2025,Bengaluru,Bicycle,TRAFFIC,NULL,34,41,60,5,7,SLIGHT DELAY,NULL,Unknown
ORD12328,10-20-2025,Mumbai,Bicycle,CLEAR,11.40,55,70,114,5,15,SLIGHT DELAY,10.00,10+ km
ORD12329,01-20-2026,Bengaluru,Bicycle,RAINY,3.20,22,17,32,5,-5,ON TIME,10.00,0-5 km
ORD12330,11-26-2025,Delhi,EV Scooter,RAINY,12.30,59,96,173,NULL,37,LONG DELAY,14.07,10+ km
ORD12331,09-12-2025,Mumbai,Bicycle,CLEAR,10.90,53,72,159,NULL,19,LONG DELAY,14.59,10+ km
ORD12332,11-13-2025,Bengaluru,EV Scooter,RAINY,1.20,14,59,62,2,45,LONG DELAY,51.67,0-5 km
ORD12333,12-12-2025,Mumbai,Petrol Bike,CLEAR,11.10,54,69,111,5,15,SLIGHT DELAY,10.00,10+ km
ORD12334,06-11-2025,Bengaluru,Petrol Bike,RAINY,9.80,49,75,148,2,26,LONG DELAY,15.10,5-10 km
ORD12335,12-23-2025,Mumbai,Petrol Bike,TRAFFIC,10.80,53,75,158,1,22,LONG DELAY,14.63,10+ km
ORD12336,10-06-2025,Bengaluru,EV Scooter,CLEAR,12.20,58,79,172,2,21,LONG DELAY,14.10,10+ km
ORD12337,02-18-2026,Bengaluru,Bicycle,CLEAR,4.00,26,21,40,5,-5,ON TIME,10.00,0-5 km
ORD12338,11-22-2025,Mumbai,EV Scooter,RAINY,5.30,31,69,103,2,38,LONG DELAY,19.43,5-10 km
ORD12339,02-12-2025,Mumbai,EV Scooter,RAINY,9.20,46,68,142,1,22,LONG DELAY,15.43,5-10 km
ORD12340,11-24-2025,Bengaluru,Bicycle,TRAFFIC,7.90,41,44,79,5,3,SLIGHT DELAY,10.00,5-10 km
ORD12341,12-15-2025,Bengaluru,Petrol Bike,RAINY,9.30,47,67,143,1,20,LONG DELAY,15.38,5-10 km
ORD12342,10-13-2025,Bengaluru,EV Scooter,RAINY,3.20,22,53,82,2,31,LONG DELAY,25.63,0-5 km
ORD12343,02-22-2026,Mumbai,Petrol Bike,TRAFFIC,9.90,49,64,99,5,15,SLIGHT DELAY,10.00,5-10 km
ORD12344,11-08-2025,Mumbai,Petrol Bike,TRAFFIC,5.70,32,29,57,4,-3,ON TIME,10.00,5-10 km
ORD12345,11-28-2025,Delhi,Petrol Bike,RAINY,13.90,65,95,189,NULL,30,LONG DELAY,13.60,10+ km
ORD12346,02-28-2026,Mumbai,Petrol Bike,RAINY,7.00,38,43,70,4,5,SLIGHT DELAY,10.00,5-10 km
ORD12347,18-12-2025,Bengaluru,Petrol Bike,TRAFFIC,6.00,34,39,60,5,5,SLIGHT DELAY,10.00,5-10 km
ORD12348,12-13-2025,Mumbai,Petrol Bike,RAINY,14.10,66,81,141,4,15,SLIGHT DELAY,10.00,10+ km
ORD12349,18-10-2025,Bengaluru,Petrol Bike,RAINY,12.70,60,77,177,2,17,LONG DELAY,13.94,10+ km
ORD12350,11-11-2025,Mumbai,Petrol Bike,RAINY,5.30,31,31,53,4,0,ON TIME,10.00,5-10 km
ORD12351,11-05-2025,Delhi,EV Scooter,CLEAR,12.30,59,75,173,1,16,LONG DELAY,14.07,10+ km
ORD12352,09-19-2025,Bengaluru,EV Scooter,TRAFFIC,11.50,56,82,165,2,26,LONG DELAY,14.35,10+ km
ORD12353,11-28-2025,Bengaluru,Petrol Bike,CLEAR,5.80,33,32,58,5,-1,ON TIME,10.00,5-10 km
ORD12354,12-13-2025,Bengaluru,Petrol Bike,RAINY,1.70,16,21,17,5,5,SLIGHT DELAY,10.00,0-5 km
ORD12355,02-01-2026,Delhi,Bicycle,RAINY,6.70,36,35,67,4,-1,ON TIME,10.00,5-10 km
ORD12356,12-01-2025,Delhi,Bicycle,RAINY,8.80,45,60,88,5,15,SLIGHT DELAY,10.00,5-10 km
ORD12357,10-11-2025,Mumbai,Petrol Bike,RAINY,14.20,66,92,192,2,26,LONG DELAY,13.52,10+ km
ORD12358,12-24-2025,Delhi,EV Scooter,TRAFFIC,12.60,60,77,176,1,17,LONG DELAY,13.97,10+ km
ORD12359,01-02-2026,Bengaluru,EV Scooter,RAINY,5.20,30,75,102,2,45,LONG DELAY,19.62,5-10 km
ORD12360,11-10-2025,Bengaluru,Bicycle,RAINY,8.20,42,67,132,2,25,LONG DELAY,16.10,5-10 km
ORD12361,11-21-2025,Bengaluru,Petrol Bike,CLEAR,6.10,34,38,61,4,4,SLIGHT DELAY,10.00,5-10 km
ORD12362,12-20-2025,Delhi,Petrol Bike,CLEAR,5.70,32,40,57,4,8,SLIGHT DELAY,10.00,5-10 km
ORD12363,11-08-2025,Delhi,EV Scooter,TRAFFIC,6.70,36,38,67,4,2,SLIGHT DELAY,10.00,5-10 km
ORD12364,10-02-2025,Delhi,EV Scooter,CLEAR,2.70,20,25,27,4,5,SLIGHT DELAY,10.00,0-5 km
ORD12365,07-11-2025,Bengaluru,Bicycle,RAINY,10.70,52,82,157,2,30,LONG DELAY,14.67,10+ km
ORD12366,12-12-2025,Bengaluru,Petrol Bike,RAINY,10.10,50,80,151,2,30,LONG DELAY,14.95,10+ km
ORD12367,10-25-2025,Bengaluru,EV Scooter,RAINY,13.00,62,99,180,1,37,LONG DELAY,13.85,10+ km
ORD12368,01-28-2026,Delhi,Petrol Bike,TRAFFIC,11.50,56,80,165,1,24,LONG DELAY,14.35,10+ km
ORD12369,10-10-2025,Mumbai,Petrol Bike,CLEAR,11.90,57,85,169,2,28,LONG DELAY,14.20,10+ km
ORD12370,29-12-2025,Mumbai,Bicycle,TRAFFIC,9.90,49,67,149,2,18,LONG DELAY,15.05,5-10 km
ORD12371,25-02-2026,Bengaluru,EV Scooter,RAINY,11.00,54,92,160,1,38,LONG DELAY,14.55,10+ km
ORD12372,13-12-2025,Mumbai,EV Scooter,RAINY,NULL,48,80,145,2,32,LONG DELAY,NULL,Unknown
ORD12373,09-11-2025,Mumbai,Bicycle,CLEAR,14.20,66,95,192,1,29,LONG DELAY,13.52,10+ km
ORD12374,31-01-2026,Mumbai,Petrol Bike,RAINY,10.50,52,79,155,2,27,LONG DELAY,14.76,10+ km
ORD12375,02-18-2026,Delhi,Bicycle,TRAFFIC,7.20,38,40,72,5,2,SLIGHT DELAY,10.00,5-10 km
ORD12376,02-20-2026,Delhi,Bicycle,TRAFFIC,1.60,16,12,16,4,-4,ON TIME,10.00,0-5 km
ORD12377,25-10-2025,Bengaluru,EV Scooter,RAINY,9.60,48,70,146,2,22,LONG DELAY,15.21,5-10 km
ORD12378,01-05-2026,Mumbai,EV Scooter,TRAFFIC,6.70,36,38,67,5,2,SLIGHT DELAY,10.00,5-10 km
ORD12379,09-17-2025,Bengaluru,Bicycle,CLEAR,3.70,24,19,37,4,-5,ON TIME,10.00,0-5 km
ORD12380,12-21-2025,Mumbai,EV Scooter,TRAFFIC,12.50,60,80,175,2,20,LONG DELAY,14.00,10+ km
ORD12381,01-30-2026,Delhi,EV Scooter,RAINY,13.40,63,107,184,NULL,44,LONG DELAY,13.73,10+ km
ORD12382,10-03-2025,Delhi,EV Scooter,CLEAR,4.70,28,28,47,NULL,0,ON TIME,10.00,0-5 km
ORD12383,01-04-2026,Mumbai,Bicycle,RAINY,12.80,61,85,178,2,24,LONG DELAY,13.91,10+ km
ORD12384,09-02-2026,Bengaluru,Bicycle,RAINY,3.50,24,29,35,4,5,SLIGHT DELAY,10.00,0-5 km
ORD12385,02-24-2026,Delhi,Bicycle,RAINY,2.20,18,25,22,4,7,SLIGHT DELAY,10.00,0-5 km
ORD12386,10-23-2025,Delhi,Bicycle,CLEAR,10.70,52,73,157,2,21,LONG DELAY,14.67,10+ km
ORD12387,01-16-2026,Bengaluru,Petrol Bike,CLEAR,4.60,28,27,46,5,-1,ON TIME,10.00,0-5 km
ORD12388,11-02-2025,Bengaluru,EV Scooter,CLEAR,3.60,24,24,36,4,0,ON TIME,10.00,0-5 km
ORD12389,12-11-2025,Mumbai,Petrol Bike,CLEAR,11.30,55,70,113,5,15,SLIGHT DELAY,10.00,10+ km
ORD12390,10-31-2025,Mumbai,EV Scooter,RAINY,1.00,14,47,60,1,33,LONG DELAY,60.00,0-5 km
ORD12391,09-25-2025,Bengaluru,Petrol Bike,TRAFFIC,8.90,45,69,139,NULL,24,LONG DELAY,15.62,5-10 km
ORD12392,19-02-2026,Delhi,Petrol Bike,RAINY,12.10,58,81,171,1,23,LONG DELAY,14.13,10+ km
ORD12393,09-10-2025,Delhi,EV Scooter,CLEAR,6.40,35,38,64,5,3,SLIGHT DELAY,10.00,5-10 km
ORD12394,10-04-2025,Delhi,EV Scooter,TRAFFIC,10.60,52,70,156,2,18,LONG DELAY,14.72,10+ km
ORD12395,12-11-2025,Bengaluru,Bicycle,TRAFFIC,7.50,40,35,75,5,-5,ON TIME,10.00,5-10 km
ORD12396,11-03-2025,Mumbai,Bicycle,RAINY,11.90,57,82,169,1,25,LONG DELAY,14.20,10+ km
ORD12397,01-25-2026,Delhi,EV Scooter,TRAFFIC,6.10,34,37,61,4,3,SLIGHT DELAY,10.00,5-10 km
ORD12398,18-01-2026,Mumbai,Petrol Bike,RAINY,10.60,52,999,156,1,947,LONG DELAY,14.72,10+ km
ORD12399,09-22-2025,Bengaluru,Petrol Bike,TRAFFIC,9.00,46,72,140,1,26,LONG DELAY,15.56,5-10 km
ORD12400,23-09-2025,Mumbai,EV Scooter,RAINY,NULL,18,48,72,2,30,LONG DELAY,NULL,Unknown
ORD12401,10-27-2025,Delhi,Bicycle,TRAFFIC,2.40,19,29,24,4,10,SLIGHT DELAY,10.00,0-5 km
ORD12402,01-07-2026,Bengaluru,Bicycle,RAINY,2.00,18,21,20,4,3,SLIGHT DELAY,10.00,0-5 km
ORD12403,11-04-2025,Bengaluru,Bicycle,RAINY,3.90,25,34,39,5,9,SLIGHT DELAY,10.00,0-5 km
ORD12404,12-28-2025,Mumbai,EV Scooter,CLEAR,6.40,35,37,64,5,2,SLIGHT DELAY,10.00,5-10 km
ORD12405,10-30-2025,Delhi,Petrol Bike,RAINY,1.60,16,18,16,5,2,SLIGHT DELAY,10.00,0-5 km
ORD12406,12-25-2025,Delhi,Petrol Bike,RAINY,14.90,69,94,199,2,25,LONG DELAY,13.36,10+ km
ORD12407,01-29-2026,Delhi,Petrol Bike,RAINY,12.80,61,78,178,2,17,LONG DELAY,13.91,10+ km
ORD12408,09-14-2025,Delhi,Bicycle,RAINY,12.40,59,83,174,1,24,LONG DELAY,14.03,10+ km
ORD12409,01-26-2026,Bengaluru,Petrol Bike,RAINY,5.10,30,36,51,5,6,SLIGHT DELAY,10.00,5-10 km
ORD12410,26-01-2026,Mumbai,Petrol Bike,RAINY,14.20,66,81,142,5,15,SLIGHT DELAY,10.00,10+ km
ORD12411,11-29-2025,Bengaluru,Petrol Bike,TRAFFIC,11.10,54,74,161,NULL,20,LONG DELAY,14.50,10+ km
ORD12412,12-14-2025,Mumbai,EV Scooter,TRAFFIC,13.40,63,92,184,1,29,LONG DELAY,13.73,10+ km
ORD12413,01-23-2026,Mumbai,EV Scooter,TRAFFIC,4.10,26,35,41,NULL,9,SLIGHT DELAY,10.00,0-5 km
ORD12414,09-15-2025,Delhi,EV Scooter,RAINY,2.70,20,57,77,1,37,LONG DELAY,28.52,0-5 km
ORD12415,02-15-2026,Bengaluru,EV Scooter,RAINY,4.20,26,67,92,1,41,LONG DELAY,21.90,0-5 km
ORD12416,29-10-2025,Mumbai,EV Scooter,TRAFFIC,12.40,59,74,124,5,15,SLIGHT DELAY,10.00,10+ km
ORD12417,01-03-2026,Bengaluru,Petrol Bike,RAINY,10.20,50,71,152,2,21,LONG DELAY,14.90,10+ km
ORD12418,18-11-2025,Mumbai,Petrol Bike,RAINY,7.80,41,37,78,5,-4,ON TIME,10.00,5-10 km
ORD12419,01-21-2026,Mumbai,Petrol Bike,RAINY,4.40,27,25,44,4,-2,ON TIME,10.00,0-5 km
ORD12420,11-19-2025,Mumbai,EV Scooter,RAINY,4.50,28,62,95,1,34,LONG DELAY,21.11,0-5 km
ORD12421,01-01-2026,Mumbai,Bicycle,TRAFFIC,8.60,44,59,86,4,15,SLIGHT DELAY,10.00,5-10 km
ORD12422,09-20-2025,Bengaluru,EV Scooter,RAINY,8.80,45,78,138,1,33,LONG DELAY,15.68,5-10 km
ORD12423,01-13-2026,Bengaluru,Bicycle,TRAFFIC,3.80,25,22,38,5,-3,ON TIME,10.00,0-5 km
ORD12424,10-15-2025,Bengaluru,Petrol Bike,TRAFFIC,5.30,31,29,53,4,-2,ON TIME,10.00,5-10 km
ORD12425,30-12-2025,Bengaluru,EV Scooter,CLEAR,3.50,24,34,35,4,10,SLIGHT DELAY,10.00,0-5 km
ORD12426,10-11-2025,Delhi,EV Scooter,CLEAR,11.10,54,84,161,NULL,30,LONG DELAY,14.50,10+ km
ORD12427,01-06-2026,Delhi,Bicycle,CLEAR,1.80,17,20,18,5,3,SLIGHT DELAY,10.00,0-5 km
ORD12428,09-26-2025,Mumbai,Bicycle,TRAFFIC,4.50,28,28,45,NULL,0,ON TIME,10.00,0-5 km
ORD12429,27-11-2025,Mumbai,EV Scooter,RAINY,1.20,14,45,62,1,31,LONG DELAY,51.67,0-5 km
ORD12430,01-15-2026,Bengaluru,Petrol Bike,CLEAR,12.10,58,81,171,1,23,LONG DELAY,14.13,10+ km
ORD12431,20-09-2025,Delhi,Bicycle,RAINY,8.00,42,40,80,4,-2,ON TIME,10.00,5-10 km
ORD12432,01-23-2026,Mumbai,Petrol Bike,RAINY,1.40,15,14,14,4,-1,ON TIME,10.00,0-5 km
ORD12433,01-19-2026,Bengaluru,EV Scooter,RAINY,4.20,26,50,92,1,24,LONG DELAY,21.90,0-5 km
ORD12434,10-21-2025,Mumbai,Petrol Bike,RAINY,9.30,47,65,143,2,18,LONG DELAY,15.38,5-10 km
ORD12435,09-20-2025,Bengaluru,Bicycle,TRAFFIC,2.20,18,18,22,5,0,ON TIME,10.00,0-5 km
ORD12436,11-17-2025,Bengaluru,Petrol Bike,RAINY,5.20,30,39,52,4,9,SLIGHT DELAY,10.00,5-10 km
ORD12437,09-21-2025,Mumbai,EV Scooter,CLEAR,3.50,24,34,35,5,10,SLIGHT DELAY,10.00,0-5 km
ORD12438,10-14-2025,Bengaluru,Petrol Bike,RAINY,9.90,49,70,149,2,21,LONG DELAY,15.05,5-10 km
ORD12439,05-01-2026,Delhi,Petrol Bike,RAINY,7.70,40,45,77,5,5,SLIGHT DELAY,10.00,5-10 km
ORD12440,02-21-2026,Delhi,EV Scooter,CLEAR,11.70,56,78,167,1,22,LONG DELAY,14.27,10+ km
ORD12441,12-30-2025,Mumbai,EV Scooter,CLEAR,11.10,54,999,161,2,945,LONG DELAY,14.50,10+ km
ORD12442,03-10-2025,Bengaluru,Petrol Bike,TRAFFIC,10.70,52,71,157,1,19,LONG DELAY,14.67,10+ km
ORD12443,01-02-2026,Mumbai,EV Scooter,RAINY,13.90,65,105,189,2,40,LONG DELAY,13.60,10+ km
ORD12444,01-03-2026,Mumbai,EV Scooter,RAINY,6.50,36,58,115,2,22,LONG DELAY,17.69,5-10 km
ORD12445,09-04-2025,Delhi,EV Scooter,RAINY,2.80,21,60,78,2,39,LONG DELAY,27.86,0-5 km
ORD12446,11-09-2025,Bengaluru,EV Scooter,RAINY,9.10,46,86,141,2,40,LONG DELAY,15.49,5-10 km
ORD12447,02-25-2026,Mumbai,EV Scooter,RAINY,4.50,28,999,95,2,971,LONG DELAY,21.11,0-5 km
ORD12448,11-17-2025,Delhi,EV Scooter,TRAFFIC,5.50,32,28,55,4,-4,ON TIME,10.00,5-10 km
ORD12449,10-02-2026,Bengaluru,Petrol Bike,TRAFFIC,1.90,17,21,19,5,4,SLIGHT DELAY,10.00,0-5 km
ORD12450,11-23-2025,Delhi,EV Scooter,RAINY,3.50,24,51,85,1,27,LONG DELAY,24.29,0-5 km
ORD12451,12-20-2025,Bengaluru,Petrol Bike,RAINY,9.70,48,72,147,2,24,LONG DELAY,15.15,5-10 km
ORD12452,10-25-2025,Delhi,Bicycle,RAINY,12.10,58,84,171,1,26,LONG DELAY,14.13,10+ km
ORD12453,09-01-2026,Bengaluru,EV Scooter,CLEAR,14.10,66,88,191,NULL,22,LONG DELAY,13.55,10+ km
ORD12454,12-18-2025,Delhi,EV Scooter,RAINY,5.10,30,65,101,2,35,LONG DELAY,19.80,5-10 km
ORD12455,11-10-2025,Bengaluru,Petrol Bike,CLEAR,5.50,32,29,55,4,-3,ON TIME,10.00,5-10 km
ORD12456,01-03-2026,Bengaluru,Petrol Bike,RAINY,8.50,44,74,135,2,30,LONG DELAY,15.88,5-10 km
ORD12457,09-11-2025,Delhi,Bicycle,RAINY,14.20,66,93,192,1,27,LONG DELAY,13.52,10+ km
ORD12458,23-09-2025,Bengaluru,Bicycle,CLEAR,14.20,66,83,192,2,17,LONG DELAY,13.52,10+ km
ORD12459,10-28-2025,Bengaluru,Bicycle,RAINY,14.00,66,83,190,1,17,LONG DELAY,13.57,10+ km
ORD12460,11-20-2025,Bengaluru,Petrol Bike,TRAFFIC,12.20,58,78,172,1,20,LONG DELAY,14.10,10+ km
ORD12461,09-05-2025,Mumbai,EV Scooter,TRAFFIC,2.90,21,18,29,5,-3,ON TIME,10.00,0-5 km
ORD12462,10-31-2025,Bengaluru,EV Scooter,TRAFFIC,7.10,38,35,71,4,-3,ON TIME,10.00,5-10 km
ORD12463,12-08-2025,Bengaluru,Bicycle,TRAFFIC,9.30,47,76,143,1,29,LONG DELAY,15.38,5-10 km
ORD12464,08-01-2026,Delhi,Bicycle,CLEAR,2.50,20,17,25,5,-3,ON TIME,10.00,0-5 km
ORD12465,10-26-2025,Mumbai,Bicycle,CLEAR,8.50,44,65,135,2,21,LONG DELAY,15.88,5-10 km
ORD12466,11-02-2025,Bengaluru,Petrol Bike,TRAFFIC,10.90,53,79,159,2,26,LONG DELAY,14.59,10+ km
ORD12467,09-12-2025,Delhi,EV Scooter,TRAFFIC,5.70,32,39,57,4,7,SLIGHT DELAY,10.00,5-10 km
ORD12468,09-09-2025,Bengaluru,Bicycle,TRAFFIC,3.20,22,17,32,4,-5,ON TIME,10.00,0-5 km
ORD12469,11-14-2025,Delhi,EV Scooter,TRAFFIC,4.00,26,34,40,4,8,SLIGHT DELAY,10.00,0-5 km
ORD12470,09-08-2025,Bengaluru,EV Scooter,TRAFFIC,9.50,48,74,145,2,26,LONG DELAY,15.26,5-10 km
ORD12471,12-28-2025,Bengaluru,Petrol Bike,TRAFFIC,4.70,28,24,47,5,-4,ON TIME,10.00,0-5 km
ORD12472,01-22-2026,Mumbai,EV Scooter,CLEAR,6.90,37,43,69,5,6,SLIGHT DELAY,10.00,5-10 km
ORD12473,17-11-2025,Delhi,EV Scooter,CLEAR,13.80,65,94,188,1,29,LONG DELAY,13.62,10+ km
ORD12474,01-14-2026,Bengaluru,Petrol Bike,RAINY,11.60,56,77,166,2,21,LONG DELAY,14.31,10+ km
ORD12475,21-02-2026,Mumbai,Petrol Bike,TRAFFIC,2.50,20,20,25,5,0,ON TIME,10.00,0-5 km
ORD12476,09-04-2025,Bengaluru,Petrol Bike,CLEAR,2.90,21,27,29,NULL,6,SLIGHT DELAY,10.00,0-5 km
ORD12477,27-11-2025,Bengaluru,Bicycle,CLEAR,10.30,51,72,153,2,21,LONG DELAY,14.85,10+ km
ORD12478,10-05-2025,Bengaluru,Petrol Bike,RAINY,1.20,14,18,12,NULL,4,SLIGHT DELAY,10.00,0-5 km
ORD12479,14-11-2025,Bengaluru,Bicycle,RAINY,9.70,48,70,147,2,22,LONG DELAY,15.15,5-10 km
ORD12480,01-23-2026,Mumbai,Petrol Bike,RAINY,6.80,37,44,68,4,7,SLIGHT DELAY,10.00,5-10 km
ORD12481,06-12-2025,Bengaluru,EV Scooter,TRAFFIC,11.90,57,84,169,NULL,27,LONG DELAY,14.20,10+ km
ORD12482,13-11-2025,Mumbai,Bicycle,TRAFFIC,7.30,39,37,73,5,-2,ON TIME,10.00,5-10 km
ORD12483,07-11-2025,Mumbai,Bicycle,RAINY,11.80,57,72,118,NULL,15,SLIGHT DELAY,10.00,10+ km
ORD12484,09-30-2025,Bengaluru,Bicycle,RAINY,7.80,41,45,78,4,4,SLIGHT DELAY,10.00,5-10 km
ORD12485,10-20-2025,Bengaluru,EV Scooter,TRAFFIC,6.50,36,41,65,5,5,SLIGHT DELAY,10.00,5-10 km
ORD12486,08-10-2025,Bengaluru,Bicycle,RAINY,4.50,28,35,45,5,7,SLIGHT DELAY,10.00,0-5 km
ORD12487,03-12-2025,Bengaluru,EV Scooter,CLEAR,10.70,52,79,157,1,27,LONG DELAY,14.67,10+ km
ORD12488,02-02-2026,Delhi,Bicycle,TRAFFIC,1.10,14,11,11,4,-3,ON TIME,10.00,0-5 km
